Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms
IPmobile,Cisco Systems,2000,01-08-2000,Undisclosed amount,Undisclosed,Undisclosed
IronPort Systems,Cisco Systems,2007,04-01-2007,"$830,000,000",Undisclosed,"Cash, Stock"
Jabber,Cisco Systems,2008,19-09-2008,Undisclosed amount,Undisclosed,Undisclosed
Jahi Networks,Cisco Systems,2004,17-11-2004,Undisclosed amount,Undisclosed,Undisclosed
JetCell,Cisco Systems,2000,16-03-2000,Undisclosed amount,Undisclosed,Undisclosed
JouleX,Cisco Systems,2013,29-05-2013,"$107,000,000",Undisclosed,Cash
Kalpana,Cisco Systems,1994,24-10-1994,Undisclosed amount,Undisclosed,Undisclosed
KiSS Technology,Cisco Systems,2005,22-07-2005,Undisclosed amount,Undisclosed,Undisclosed
Komodo Technology,Cisco Systems,2000,25-07-2000,Undisclosed amount,Undisclosed,Undisclosed
Latigent,Cisco Systems,2007,27-09-2007,Undisclosed amount,Undisclosed,Undisclosed
Latitude Communications,Cisco Systems,2003,12-11-2003,Undisclosed amount,Undisclosed,Undisclosed
LightSpeed International,Cisco Systems,1997,22-12-1997,Undisclosed amount,Undisclosed,Undisclosed
Lightwire,Cisco Systems,2012,24-02-2012,"$271,000,000",Undisclosed,Undisclosed
LineSider Technologies,Cisco Systems,2010,13-12-2010,Undisclosed amount,Undisclosed,Undisclosed
M. I. Secure Corporation,Cisco Systems,2005,14-06-2005,Undisclosed amount,Undisclosed,Undisclosed
Maxcomm Technologies,Cisco Systems,1999,18-08-1999,Undisclosed amount,Undisclosed,Undisclosed
Meetinghouse Data Communications,Cisco Systems,2006,06-07-2006,Undisclosed amount,Undisclosed,Undisclosed
Meraki,Cisco Systems,2012,20-11-2012,"$1,200,000,000",Undisclosed,Undisclosed
Metreos Corporation,Cisco Systems,2006,28-06-2006,"$28,000,000",Undisclosed,Cash
MONTEREY NETWORKS,Cisco Systems,1999,26-08-1999,Undisclosed amount,Undisclosed,Undisclosed
MOTO Development Group,Cisco Systems,2010,18-05-2010,Undisclosed amount,Undisclosed,Undisclosed
Nashoba Networks,Cisco Systems,1996,06-08-1996,Undisclosed amount,Undisclosed,Undisclosed
Navarro Networks,Cisco Systems,2002,01-05-2002,Undisclosed amount,Undisclosed,Undisclosed
Navini Networks,Cisco Systems,2007,23-10-2007,"$330,000,000",Undisclosed,"Cash, Stock"
Nemo Systems,Cisco Systems,2005,30-09-2005,Undisclosed amount,Undisclosed,Undisclosed
NeoPath Networks,Cisco Systems,2007,13-03-2007,Undisclosed amount,Undisclosed,Undisclosed
Netiverse,Cisco Systems,2000,07-07-2000,Undisclosed amount,Undisclosed,Undisclosed
NetSift,Cisco Systems,2005,27-06-2005,Undisclosed amount,Undisclosed,Undisclosed
NetSolve,Cisco Systems,2004,09-09-2004,Undisclosed amount,Undisclosed,Undisclosed
NetSpeed,Cisco Systems,1998,10-03-1998,Undisclosed amount,Undisclosed,Undisclosed
NetSys Technologies,Cisco Systems,1996,14-10-1996,Undisclosed amount,Undisclosed,Undisclosed
Network Translation,Cisco Systems,1995,27-10-1995,Undisclosed amount,Undisclosed,Undisclosed
Newport Systems Solutions,Cisco Systems,1994,12-07-1994,Undisclosed amount,Undisclosed,Undisclosed
newScale,Cisco Systems,2011,29-03-2011,Undisclosed amount,Undisclosed,Undisclosed
Nuova Systems,Cisco Systems,2008,01-05-2008,Undisclosed amount,Undisclosed,Undisclosed
NuSpeed Internet Systems,Cisco Systems,2000,27-07-2000,Undisclosed amount,Undisclosed,Undisclosed
Okena,Cisco Systems,2003,24-01-2003,Undisclosed amount,Undisclosed,Undisclosed
Orative Corporation,Cisco Systems,2006,25-10-2006,Undisclosed amount,Undisclosed,Undisclosed
P-Cube,Cisco Systems,2004,23-08-2004,Undisclosed amount,Undisclosed,Undisclosed
Parc Technologies,Cisco Systems,2004,08-07-2004,Undisclosed amount,Undisclosed,Undisclosed
Pentacom,Cisco Systems,2000,11-04-2000,Undisclosed amount,Undisclosed,Undisclosed
Perfigo,Cisco Systems,2004,21-10-2004,Undisclosed amount,Undisclosed,Undisclosed
PipeLinks,Cisco Systems,1998,02-12-1998,Undisclosed amount,Undisclosed,Undisclosed
Pirelli Optical Systems,Cisco Systems,1999,20-12-1999,Undisclosed amount,Undisclosed,Undisclosed
PixStream,Cisco Systems,2000,31-08-2000,Undisclosed amount,Undisclosed,Undisclosed
PostPath,Cisco Systems,2008,27-08-2008,"$215,000,000",Undisclosed,Undisclosed
Precept Software,Cisco Systems,1998,11-03-1998,Undisclosed amount,Undisclosed,Undisclosed
Protego Networks,Cisco Systems,2004,20-12-2004,Undisclosed amount,Undisclosed,Undisclosed
Psionic Software,Cisco Systems,2002,22-10-2002,Undisclosed amount,Undisclosed,Undisclosed
Pure Digital Technologies,Cisco Systems,2009,19-03-2009,"$590,000,000",Undisclosed,Stock
Pure Networks,Cisco Systems,2008,22-07-2008,"$120,000,000",Undisclosed,Undisclosed
Qeyton Systems,Cisco Systems,2000,12-03-2000,Undisclosed amount,Undisclosed,Undisclosed
Radiata,Cisco Systems,2000,13-11-2000,Undisclosed amount,Undisclosed,Undisclosed
Reactivity,Cisco Systems,2007,21-02-2007,Undisclosed amount,Undisclosed,Undisclosed
Richards-Zeta Building Intelligence,Cisco Systems,2009,27-01-2009,Undisclosed amount,Undisclosed,Undisclosed
Riverhead Networks,Cisco Systems,2004,22-03-2004,Undisclosed amount,Undisclosed,Undisclosed
Rohati Systems,Cisco Systems,2010,05-01-2010,Undisclosed amount,Undisclosed,Undisclosed
ScanSafe,Cisco Systems,2009,27-10-2009,"$183,000,000",Undisclosed,Undisclosed
Securent,Cisco Systems,2007,01-11-2007,"$100,000,000",Undisclosed,Cash
Selsius Systems,Cisco Systems,1998,14-10-1998,Undisclosed amount,Undisclosed,Undisclosed
Sentient Networks,Cisco Systems,1999,08-04-1999,Undisclosed amount,Undisclosed,Undisclosed
Sheer Networks,Cisco Systems,2005,26-07-2005,Undisclosed amount,Undisclosed,Undisclosed
SightPath,Cisco Systems,2000,19-03-2000,Undisclosed amount,Undisclosed,Undisclosed
SignalWorks,Cisco Systems,2003,19-03-2003,Undisclosed amount,Undisclosed,Undisclosed
Sipura Technology,Cisco Systems,2005,26-04-2005,Undisclosed amount,Undisclosed,Undisclosed
Skystone Systems,Cisco Systems,1997,09-06-1997,Undisclosed amount,Undisclosed,Undisclosed
SolveDirect Service Management,Cisco Systems,2013,25-03-2013,Undisclosed amount,Undisclosed,Undisclosed
Sourcefire,Cisco Systems,2013,23-07-2013,"$2,700,000,000",Undisclosed,Undisclosed
Spans Logic,Cisco Systems,2007,28-03-2007,Undisclosed amount,Undisclosed,Undisclosed
Starent Networks,Cisco Systems,2009,18-12-2009,"$2,900,000,000",Undisclosed,"Cash, Stock"
StrataCom,Cisco Systems,1996,22-04-1996,Undisclosed amount,Undisclosed,Undisclosed
StratumOne Communications,Cisco Systems,1999,29-06-1999,Undisclosed amount,Undisclosed,Undisclosed
Summa Four,Cisco Systems,1998,28-07-1998,Undisclosed amount,Undisclosed,Undisclosed
Sypixx Networks,Cisco Systems,2006,07-03-2006,Undisclosed amount,Undisclosed,Undisclosed
Tail-f Systems,Cisco Systems,2014,17-06-2014,"$175,000,000",Pending,Cash
Tandberg,Cisco Systems,2009,01-10-2009,"$3,400,000,000",Undisclosed,Undisclosed
Tasmania Network Systems,Cisco Systems,1999,26-10-1999,Undisclosed amount,Undisclosed,Undisclosed
Telebit,Cisco Systems,1996,23-07-1996,Undisclosed amount,Undisclosed,Undisclosed
Telesend,Cisco Systems,1997,27-03-1997,Undisclosed amount,Undisclosed,Undisclosed
TGV Software,Cisco Systems,1996,23-01-1996,Undisclosed amount,Undisclosed,Undisclosed
The Linksys Group,Cisco Systems,2003,20-03-2003,Undisclosed amount,Undisclosed,Undisclosed
ThinkSmart Technologies,Cisco Systems,2012,26-09-2012,Undisclosed amount,Undisclosed,Undisclosed
Tidal Software,Cisco Systems,2009,20-05-2009,"$105,000,000",Undisclosed,Cash
Tivella,Cisco Systems,2006,15-12-2006,Undisclosed amount,Undisclosed,Undisclosed
Topspin Communications,Cisco Systems,2005,14-04-2005,Undisclosed amount,Undisclosed,Undisclosed
TransMedia Communications,Cisco Systems,1999,17-06-1999,Undisclosed amount,Undisclosed,Undisclosed
Tribe,Cisco Systems,2007,02-03-2007,Undisclosed amount,Undisclosed,Undisclosed
Truviso,Cisco Systems,2012,04-05-2012,Undisclosed amount,Undisclosed,Undisclosed
Twingo Systems,Cisco Systems,2004,12-03-2004,Undisclosed amount,Undisclosed,Undisclosed
Ubiquisys,Cisco Systems,2013,03-04-2013,"$310,000,000",Undisclosed,Undisclosed
V-Bits,Cisco Systems,1999,11-11-1999,Undisclosed amount,Undisclosed,Undisclosed
Versly,Cisco Systems,2011,29-08-2011,Undisclosed amount,Undisclosed,Undisclosed
Vihana,Cisco Systems,2005,23-05-2005,Undisclosed amount,Undisclosed,Undisclosed
Virtuata,Cisco Systems,2012,16-07-2012,Undisclosed amount,Undisclosed,Undisclosed
Vovida Networks,Cisco Systems,2000,28-09-2000,Undisclosed amount,Undisclosed,Undisclosed
WebEx,Cisco Systems,2007,15-03-2007,"$3,200,000,000",Undisclosed,Cash
WebLine Communications,Cisco Systems,1999,22-09-1999,Undisclosed amount,Undisclosed,Undisclosed
WheelGroup,Cisco Systems,1998,18-02-1998,Undisclosed amount,Undisclosed,Undisclosed
WhipTail,Cisco Systems,2013,11-09-2013,"$415,000,000",Undisclosed,Cash
Worldwide Data Systems,Cisco Systems,1999,16-12-1999,Undisclosed amount,Undisclosed,Undisclosed
Assemblage,Cisco Systems,2014,27-07-2014,Undisclosed amount,Undisclosed,Undisclosed
Adelphia Communications,Comcast,2006,31-07-2006,Undisclosed amount,Undisclosed,Undisclosed
DailyCandy,Comcast,2008,05-08-2008,"$125,000,000",Undisclosed,Cash
Fandango,Comcast,2007,11-04-2007,"$200,000,000",Undisclosed,Cash
FreeWheel,Comcast,2014,02-03-2014,"$320,000,000",Undisclosed,Undisclosed
NBC Universal,Comcast,2013,13-02-2013,Undisclosed amount,Undisclosed,Undisclosed
Plaxo,Comcast,2008,14-05-2008,"$150,000,000",Undisclosed,Undisclosed
PowerCloud Systems,Comcast,2014,14-07-2014,Undisclosed amount,Pending,Undisclosed
Radiance,Comcast,2008,07-10-2008,"$5,000,000",Undisclosed,Cash
TechTV,Comcast,2004,25-03-2004,Undisclosed amount,Undisclosed,Undisclosed
The700Level.com,Comcast,2010,16-03-2010,Undisclosed amount,Undisclosed,Undisclosed
thePlatform,Comcast,2006,27-06-2006,Undisclosed amount,Undisclosed,Cash
Time Warner Cable,Comcast,2014,13-02-2014,"$45,000,000,000",Undisclosed,Stock
Vehix,Comcast,2008,08-02-2008,Undisclosed amount,Undisclosed,Undisclosed
Acs (UK),Dell,2006,14-11-2006,Undisclosed amount,Undisclosed,Undisclosed
Alienware,Dell,2006,22-03-2006,Undisclosed amount,Undisclosed,Undisclosed
AppAssure Software,Dell,2012,24-02-2012,Undisclosed amount,Undisclosed,Undisclosed
ASAP Software,Dell,2007,02-08-2007,Undisclosed amount,Undisclosed,Undisclosed
Boomi,Dell,2010,02-11-2010,Undisclosed amount,Undisclosed,Undisclosed
Compellent Technologies,Dell,2010,13-12-2010,"$820,000,000",Undisclosed,Cash
CREDANT Technologies,Dell,2012,19-12-2012,Undisclosed amount,Undisclosed,Undisclosed
Enstratius,Dell,2013,06-05-2013,Undisclosed amount,Undisclosed,Undisclosed
Equallogic,Dell,2007,05-11-2007,"$1,400,000,000",Undisclosed,Cash
Everdream,Dell,2007,16-10-2007,Undisclosed amount,Undisclosed,Undisclosed
Exanet,Dell,2010,09-02-2010,"$12,000,000",Undisclosed,Undisclosed
Gale Technologies,Dell,2012,16-11-2012,Undisclosed amount,Undisclosed,Undisclosed
Kace Networks,Dell,2010,11-02-2010,Undisclosed amount,Undisclosed,Undisclosed
Kitenga,Dell,2013,26-02-2013,Undisclosed amount,Undisclosed,Undisclosed
MessageOne,Dell,2008,13-02-2008,"$155,000,000",Undisclosed,Undisclosed
Ocarina Networks,Dell,2010,19-07-2010,Undisclosed amount,Undisclosed,Undisclosed
Ocarina Technologies,Dell,2010,19-07-2010,Undisclosed amount,Undisclosed,Undisclosed
Perot Systems,Dell,2009,21-09-2009,"$3,900,000,000",Undisclosed,Cash
Quest Software,Dell,2012,02-07-2012,"$2,400,000,000",Undisclosed,Undisclosed
RNA Networks,Dell,2011,23-06-2011,Undisclosed amount,Undisclosed,Undisclosed
Scalent Systems,Dell,2010,01-07-2010,Undisclosed amount,Undisclosed,Undisclosed
SecureWorks,Dell,2011,04-01-2011,Undisclosed amount,Undisclosed,Undisclosed
SilverBack Technologies,Dell,2007,18-07-2007,Undisclosed amount,Undisclosed,Undisclosed
The Networked Storage Company,Dell,2008,21-02-2008,Undisclosed amount,Undisclosed,Undisclosed
Wyse Technology,Dell,2012,02-04-2012,Undisclosed amount,Undisclosed,Undisclosed
Zing Systems,Dell,2007,07-08-2007,Undisclosed amount,Undisclosed,Undisclosed
ICQ,Digital Sky Technologies,2010,28-04-2010,"$187,500,000",Undisclosed,Undisclosed
GoPago,Doubleeam,2013,20-12-2013,Undisclosed amount,Complete,Undisclosed
Audiogalaxy,Dropbox,2012,12-12-2012,Undisclosed amount,Undisclosed,Undisclosed
Bubbli,Dropbox,2014,21-05-2014,Undisclosed amount,Pending,Undisclosed
Cove,Dropbox,2012,27-02-2012,Undisclosed amount,Undisclosed,Undisclosed
Droptalk,Dropbox,2014,05-06-2014,Undisclosed amount,Undisclosed,Undisclosed
Endorse,Dropbox,2013,20-07-2013,Undisclosed amount,Undisclosed,Undisclosed
Foundry Hiring,Dropbox,2013,01-09-2013,Undisclosed amount,Undisclosed,Undisclosed
HackPad,Dropbox,2014,17-04-2014,Undisclosed amount,Undisclosed,Undisclosed
Loom,Dropbox,2014,17-04-2014,Undisclosed amount,Undisclosed,Undisclosed
Mailbox,Dropbox,2013,15-03-2013,"$100,000,000",Undisclosed,"Cash, Stock"
MobileSpan,Dropbox,2014,10-06-2014,Undisclosed amount,Undisclosed,Undisclosed
Parastructure,Dropbox,2014,16-06-2014,Undisclosed amount,Complete,Undisclosed
PiCloud,Dropbox,2013,17-11-2013,Undisclosed amount,Complete,Undisclosed
Predictive Edge,Dropbox,2014,01-07-2014,Undisclosed amount,Complete,Undisclosed
Readmill,Dropbox,2014,28-03-2014,Undisclosed amount,Undisclosed,Undisclosed
Snapjoy,Dropbox,2012,19-12-2012,Undisclosed amount,Undisclosed,Undisclosed
Sold,Dropbox,2013,05-11-2013,Undisclosed amount,Undisclosed,Undisclosed
TapEngage,Dropbox,2013,17-07-2013,Undisclosed amount,Undisclosed,Undisclosed
Zulip,Dropbox,2014,17-03-2014,Undisclosed amount,Undisclosed,Undisclosed
2dehands.be,eBay,2013,04-07-2013,Undisclosed amount,Undisclosed,Undisclosed
2ememain.be,eBay,2013,04-07-2013,Undisclosed amount,Undisclosed,Undisclosed
alando.de,eBay,1999,22-06-1999,Undisclosed amount,Undisclosed,Undisclosed
Baazee,eBay,2004,23-06-2004,"$50,000,000",Undisclosed,Undisclosed
Bill Me Later,eBay,2008,06-10-2008,"$945,000,000",Undisclosed,"Cash, Stock"
Billpoint,eBay,1999,18-05-1999,Undisclosed amount,Undisclosed,Undisclosed
BillSAFE,eBay,2011,22-12-2011,Undisclosed amount,Undisclosed,Undisclosed
brands4friends,eBay,2010,20-12-2010,"$200,000,000",Undisclosed,Cash
Bureau Of Trade,eBay,2013,27-09-2013,Undisclosed amount,Undisclosed,Cash
Butterfield & Butterfield,eBay,1999,26-04-1999,Undisclosed amount,Undisclosed,Undisclosed
CARad,eBay,2003,31-01-2003,Undisclosed amount,Undisclosed,Undisclosed
Critical Path Software,eBay,2010,15-12-2010,Undisclosed amount,Undisclosed,Undisclosed
Decide.com,eBay,2013,09-09-2013,Undisclosed amount,Undisclosed,Undisclosed
Den Bla Avis,eBay,2008,06-10-2008,"$380,000,000",Undisclosed,Cash
EachNet,eBay,2003,16-07-2003,"$150,000,000",Undisclosed,Cash
Flockish,eBay,2012,01-04-2012,Undisclosed amount,Undisclosed,Undisclosed
GittiGidiyor,eBay,2011,12-04-2011,"$215,000,000",Undisclosed,Cash
Gmarket,eBay,2008,25-09-2008,Undisclosed amount,Undisclosed,Undisclosed
GSI Commerce,eBay,2011,20-06-2011,"$2,400,000,000",Undisclosed,Undisclosed
Gumtree,eBay,2007,19-05-2007,Undisclosed amount,Undisclosed,Undisclosed
Half.com,eBay,2000,13-06-2000,"$350,000,000",Undisclosed,Stock
Hunch,eBay,2011,21-11-2011,"$80,000,000",Undisclosed,Undisclosed
Jump,eBay,1998,16-07-1998,Undisclosed amount,Undisclosed,Undisclosed
Kurant,eBay,2005,01-01-2005,Undisclosed amount,Undisclosed,Cash
Loquo,eBay,2005,18-05-2005,Undisclosed amount,Undisclosed,Undisclosed
Magento,eBay,2011,06-06-2011,"$180,000,000",Undisclosed,Undisclosed
Marktplaats.nl,eBay,2004,10-11-2004,"$290,000,000",Undisclosed,Undisclosed
MicroPlace,eBay,2007,01-04-2007,Undisclosed amount,Undisclosed,Cash
Milo,eBay,2010,02-12-2010,"$75,000,000",Undisclosed,Undisclosed
MissionFish,eBay,2011,02-05-2011,Undisclosed amount,Undisclosed,Undisclosed
Opusforum.org,eBay,2005,30-06-2005,Undisclosed amount,Undisclosed,Undisclosed
PayPal,eBay,2002,08-07-2002,"$1,500,000,000",Undisclosed,Stock
PhiSix Fashion Labs,eBay,2014,20-02-2014,Undisclosed amount,Undisclosed,Undisclosed
Positronic,eBay,2009,08-01-2009,Undisclosed amount,Undisclosed,Undisclosed
RedLaser,eBay,2010,23-06-2010,Undisclosed amount,Undisclosed,Undisclosed
Rent.com,eBay,2004,01-12-2004,"$415,000,000",Undisclosed,"Cash, Stock"
Shopping.com,eBay,2005,02-06-2005,"$620,000,000",Undisclosed,Cash
Shutl,eBay,2013,22-10-2013,Undisclosed amount,Undisclosed,Undisclosed
Skype,eBay,2005,12-09-2005,"$2,600,000,000",Undisclosed,Undisclosed
StubHub,eBay,2007,10-01-2007,"$310,000,000",Undisclosed,Undisclosed
StumbleUpon,eBay,2007,30-05-2007,Undisclosed amount,Undisclosed,Undisclosed
Svpply,eBay,2012,06-09-2012,Undisclosed amount,Undisclosed,Undisclosed
The Gifts Project,eBay,2011,07-09-2011,Undisclosed amount,Undisclosed,Cash
Tradera,eBay,2006,01-04-2006,"$48,300,000",Undisclosed,Cash
ViA-Online,eBay,2007,04-10-2007,Undisclosed amount,Undisclosed,Undisclosed
Vuvox,eBay,2008,02-05-2008,Undisclosed amount,Undisclosed,Undisclosed
Where,eBay,2011,01-04-2011,"$135,000,000",Undisclosed,Undisclosed
Zong,eBay,2011,07-07-2011,"$240,000,000",Undisclosed,Cash
Acartus,EMC,2005,26-10-2005,Undisclosed amount,Undisclosed,Undisclosed
Adaptivity,EMC,2013,15-05-2013,Undisclosed amount,Undisclosed,Undisclosed
Allocity,EMC,2004,02-11-2004,Undisclosed amount,Undisclosed,Undisclosed
Archer Technologies,EMC,2010,04-01-2010,Undisclosed amount,Undisclosed,Undisclosed
Astrum Software,EMC,2003,15-04-2003,Undisclosed amount,Undisclosed,Undisclosed
Authentica,EMC,2006,09-03-2006,Undisclosed amount,Undisclosed,Undisclosed
Avamar Technologies,EMC,2006,15-11-2006,Undisclosed amount,Undisclosed,Undisclosed
Aveksa,EMC,2013,08-07-2013,Undisclosed amount,Undisclosed,Undisclosed
Bus-Tech,EMC,2010,10-11-2010,Undisclosed amount,Undisclosed,Undisclosed
BusinessEdge Solutions,EMC,2007,30-08-2007,Undisclosed amount,Undisclosed,Undisclosed
Captiva Software,EMC,2005,30-12-2005,Undisclosed amount,Undisclosed,Undisclosed
Conchango,EMC,2008,01-04-2008,Undisclosed amount,Undisclosed,Undisclosed
Configuresoft,EMC,2009,27-05-2009,Undisclosed amount,Undisclosed,Undisclosed
CrosStor Software,EMC,2000,01-11-2000,Undisclosed amount,Undisclosed,Undisclosed
Dantz Development Corporation,EMC,2004,12-10-2004,Undisclosed amount,Undisclosed,Undisclosed
Data Domain,EMC,2009,08-07-2009,"$2,100,000,000",Undisclosed,Cash
Data General Corporation,EMC,1999,12-10-1999,Undisclosed amount,Undisclosed,Undisclosed
Decho,EMC,2008,01-11-2008,Undisclosed amount,Undisclosed,Undisclosed
Document Sciences,EMC,2008,06-03-2008,Undisclosed amount,Undisclosed,Undisclosed
Documentum,EMC,2003,19-12-2003,Undisclosed amount,Undisclosed,Undisclosed
Epoch Systems,EMC,1993,10-08-1993,"$144,800,000",Undisclosed,Stock
FastScaleTechnology,EMC,2009,31-08-2009,Undisclosed amount,Undisclosed,Undisclosed
FilePool,EMC,2001,11-04-2001,Undisclosed amount,Undisclosed,Undisclosed
Geniant,EMC,2007,14-07-2007,Undisclosed amount,Undisclosed,Undisclosed
Greenplum Software,EMC,2010,06-07-2010,Undisclosed amount,Undisclosed,Cash
Infra Corporation,EMC,2008,10-03-2008,Undisclosed amount,Undisclosed,Undisclosed
Interlink Group,EMC,2006,11-05-2006,Undisclosed amount,Undisclosed,Undisclosed
Internosis,EMC,2006,09-01-2006,Undisclosed amount,Undisclosed,Undisclosed
Iomega,EMC,2008,08-04-2008,"$213,000,000",Undisclosed,Undisclosed
Isilon Systems,EMC,2010,15-11-2010,"$2,300,000,000",Undisclosed,"Cash, Stock"
Kashya,EMC,2006,09-05-2006,Undisclosed amount,Undisclosed,Undisclosed
Kazeon,EMC,2009,02-09-2009,"$150,000,000",Undisclosed,Undisclosed
Legato Systems,EMC,2003,21-10-2003,Undisclosed amount,Undisclosed,Undisclosed
Likewise Software,EMC,2012,20-03-2012,Undisclosed amount,Undisclosed,Undisclosed
Mozy,EMC,2007,01-10-2007,"$76,000,000",Undisclosed,Undisclosed
Neartek,EMC,2006,25-09-2006,Undisclosed amount,Undisclosed,Undisclosed
NetWitness,EMC,2011,04-04-2011,Undisclosed amount,Undisclosed,Undisclosed
Network Intelligence,EMC,2006,18-09-2006,"$175,000,000",Undisclosed,Undisclosed
nlayers,EMC,2006,07-06-2006,Undisclosed amount,Undisclosed,Undisclosed
PI Corporation,EMC,2008,21-02-2008,Undisclosed amount,Undisclosed,Cash
Pivotal Labs,EMC,2012,20-03-2012,Undisclosed amount,Undisclosed,Undisclosed
Prisa Networks,EMC,2002,25-09-2002,Undisclosed amount,Undisclosed,Undisclosed
ProActivity,EMC,2006,20-06-2006,Undisclosed amount,Undisclosed,Undisclosed
Rainfinity,EMC,2005,17-08-2005,Undisclosed amount,Undisclosed,Undisclosed
RSA Security,EMC,2006,18-09-2006,Undisclosed amount,Undisclosed,Undisclosed
ScaleIO,EMC,2013,19-06-2013,"$200,000,000",Undisclosed,Undisclosed
Silicium Security,EMC,2012,19-09-2012,Undisclosed amount,Undisclosed,Undisclosed
Silver Tail Systems,EMC,2012,30-10-2012,"$250,000,000",Undisclosed,Cash
SMARTS,EMC,2005,02-02-2005,Undisclosed amount,Undisclosed,Undisclosed
SOFTWORKS,EMC,1999,27-12-1999,Undisclosed amount,Undisclosed,Undisclosed
Syncplicity,EMC,2012,21-05-2012,Undisclosed amount,Undisclosed,Undisclosed
TwinStrata,EMC,2014,08-07-2014,Undisclosed amount,Pending,Undisclosed
Valyd Software,EMC,2007,06-02-2007,Undisclosed amount,Undisclosed,Undisclosed
Verid,EMC,2007,04-06-2007,Undisclosed amount,Undisclosed,Undisclosed
VMware,EMC,2004,09-01-2004,"$635,000,000",Undisclosed,Undisclosed
Voyence,EMC,2007,30-10-2007,Undisclosed amount,Undisclosed,Undisclosed
Watch4Net,EMC,2012,31-05-2012,Undisclosed amount,Undisclosed,Undisclosed
WysDM Software,EMC,2008,02-05-2008,Undisclosed amount,Undisclosed,Undisclosed
X-Hive Corporation,EMC,2007,20-07-2007,Undisclosed amount,Undisclosed,Undisclosed
XtremIO,EMC,2012,10-05-2012,Undisclosed amount,Undisclosed,Undisclosed
Atlas Advertiser Suite,Facebook,2013,28-02-2013,Undisclosed amount,Undisclosed,Undisclosed
Beluga,Facebook,2011,01-03-2011,Undisclosed amount,Undisclosed,Undisclosed
Bolt | Peters,Facebook,2012,21-06-2012,"$50,000,000",Undisclosed,"Cash, Stock"
Branch,Facebook,2014,13-01-2014,"$15,000,000",Undisclosed,Undisclosed
Chai Labs,Facebook,2010,15-08-2010,"$10,000,000",Undisclosed,Undisclosed
Digital Staircase,Facebook,2011,07-11-2011,Undisclosed amount,Undisclosed,Undisclosed
Divvyshot,Facebook,2010,02-04-2010,Undisclosed amount,Undisclosed,Undisclosed
drop.io,Facebook,2010,29-10-2010,Undisclosed amount,Undisclosed,Undisclosed
Face.com,Facebook,2012,18-06-2012,"$60,000,000",Undisclosed,"Cash, Stock"
Friend.ly,Facebook,2012,03-03-2012,Undisclosed amount,Undisclosed,Cash
FriendFeed,Facebook,2009,10-08-2009,"$47,500,000",Undisclosed,"Cash, Stock"
GazeHawk,Facebook,2012,10-03-2012,Undisclosed amount,Undisclosed,Undisclosed
Glancee,Facebook,2012,04-05-2012,Undisclosed amount,Undisclosed,Undisclosed
Gowalla,Facebook,2011,02-12-2011,Undisclosed amount,Undisclosed,Undisclosed
Hot Potato,Facebook,2010,28-07-2010,"$10,000,000",Undisclosed,Cash
Instagram,Facebook,2012,09-04-2012,"$1,000,000,000",Undisclosed,"Cash, Stock"
Jibbigo,Facebook,2013,12-08-2013,Undisclosed amount,Undisclosed,Undisclosed
Karma,Facebook,2012,18-05-2012,Undisclosed amount,Undisclosed,Undisclosed
Lightbox,Facebook,2012,15-05-2012,Undisclosed amount,Undisclosed,Undisclosed
Little Eye Labs,Facebook,2014,08-01-2014,Undisclosed amount,Undisclosed,Undisclosed
LiveRail,Facebook,2014,02-07-2014,"$500,000,000",Complete,Undisclosed
Monoidics,Facebook,2013,18-07-2013,Undisclosed amount,Undisclosed,Undisclosed
Nextstop,Facebook,2010,25-09-2010,"$2,500,000",Undisclosed,Cash
Octazen Solutions,Facebook,2010,19-02-2010,Undisclosed amount,Undisclosed,Undisclosed
Oculus VR,Facebook,2014,25-03-2014,"$2,000,000,000",Complete,"Cash, Stock"
Onavo,Facebook,2013,14-10-2013,"$150,000,000",Undisclosed,Undisclosed
Osmeta,Facebook,2013,11-04-2013,Undisclosed amount,Undisclosed,Undisclosed
Parakey,Facebook,2007,01-07-2007,Undisclosed amount,Undisclosed,Cash
Parse,Facebook,2013,25-04-2013,"$90,000,000",Undisclosed,Undisclosed
PrivateCore,Facebook,2014,07-08-2014,Undisclosed amount,Complete,Undisclosed
ProtoGeo,Facebook,2014,24-04-2014,Undisclosed amount,Complete,Undisclosed
Pryte,Facebook,2014,03-06-2014,Undisclosed amount,Complete,Undisclosed
Pursuit,Facebook,2011,03-07-1905,Undisclosed amount,Undisclosed,Undisclosed
Push Pop Press,Facebook,2011,02-08-2011,Undisclosed amount,Undisclosed,Undisclosed
Rel8tion,Facebook,2011,25-01-2011,Undisclosed amount,Undisclosed,Undisclosed
Sendoid,Facebook,2012,01-03-2012,Undisclosed amount,Undisclosed,Undisclosed
ShareGrove,Facebook,2010,01-05-2010,Undisclosed amount,Undisclosed,Undisclosed
Snaptu,Facebook,2011,17-09-2011,"$70,000,000",Complete,Cash
Sofa,Facebook,2011,09-06-2011,Undisclosed amount,Undisclosed,Undisclosed
Spaceport.io,Facebook,2013,23-04-2013,Undisclosed amount,Undisclosed,Undisclosed
Spool,Facebook,2012,01-07-2012,Undisclosed amount,Undisclosed,Undisclosed
SportStream,Facebook,2013,17-12-2013,Undisclosed amount,Undisclosed,Undisclosed
